    0.692824008907933497E+00    0.255994497183308078E+00    0.511814939087583756E-01    0.000000000000000000E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.100000000000000000E+01    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.302756938120444628-313
    0.437273335154123644E+00    0.265909782980633724E+00    0.296816881865242688E+00    0.100000000000000000E+01    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.302756938120444628-313
    0.487008157517149709E+00    0.240933878700449883E+00    0.272057963782400380E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.302756938120444628-313
    0.446096325251047698E+00    0.124289953657596056E+00    0.429613721091356260E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.302756938120444628-313
    0.625038432057951510E+00    0.120686097383306157E+00    0.254275470558742278E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.100000000000000000E+01    0.000000000000000000E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.302756938120444628-313
    0.406904321644446995E-01    0.563216031706901959E-01    0.902987964664865084E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.302756938120444628-313
    0.422780002878989314E+00    0.172474448969914568E+00    0.404745548151096146E+00    0.100000000000000000E+01    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.302756938120444628-313
    0.174537098929788623E-01    0.495921230177626293E+00    0.486625059929394810E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.100000000000000000E+01    0.302756938120444628-313
    0.418531570273489528E+00    0.783358109843302342E-01    0.503132618742180182E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.100000000000000000E+01    0.302756938120444628-313
    0.187738947369132630E+00    0.119547538337205161E+00    0.692713514293662236E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.100000000000000000E+01    0.302756938120444628-313
    0.601612788652454919E-01    0.231098818114445603E+00    0.708739903020308870E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.434777768340296959-320
    0.305672587064175605E+00    0.268748916902406543E+00    0.425578496033417852E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.100000000000000000E+01    0.000000000000000000E+00    0.100000000000000000E+01    0.434777768340296959-320
    0.228514399209151509E+00    0.568660783611286247E+00    0.202824817179562189E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.100000000000000000E+01    0.000000000000000000E+00    0.434777768340296959-320
    0.257539878006605050E+00    0.678799157200752123E+00    0.636609647926428962E-01    0.100000000000000000E+01    0.100000000000000000E+01    0.000000000000000000E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.434777768340296959-320
    0.150581879492246190E+00    0.707572468164274659E+00    0.141845652343479178E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.434777768340296959-320
    0.166879705492478880E+00    0.521902556854883182E+00    0.311217737652637938E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.434777768340296959-320
    0.457960576412826725E+00    0.346936329536786825E+00    0.195103094050386422E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.100000000000000000E+01    0.000000000000000000E+00    0.434777768340296959-320
    0.614793932162094325E+00    0.343711237860693686E+00    0.414948299772119472E-01    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.434777768340296959-320
    0.591009900492790896E+00    0.463525284777658100E-01    0.362637571029443329E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.434777768340296959-320
    0.125486999723580545E+00    0.692062749664260402E+00    0.182450250612159026E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.100000000000000000E+01    0.434777768340296959-320
    0.288374288279201807E+00    0.366144263995607122E+00    0.345481447725191071E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.434777768340296959-320
    0.266986406220049877E+00    0.401039431213616349E+00    0.331974162566333775E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.434777768340296959-320
    0.492446160268494804E+00    0.282327549960933788E+00    0.225226289770571353E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.434777768340296959-320
    0.625060749005442839E+00    0.359895921364304705E+00    0.150433296302524104E-01    0.100000000000000000E+01    0.100000000000000000E+01    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.434777768340296959-320
    0.621496995579441713E+00    0.303906845826181493E+00    0.745961585943767796E-01    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.100000000000000000E+01    0.000000000000000000E+00    0.434777768340296959-320
    0.259913290935394281E+00    0.147947683123954482E+00    0.592139025940651265E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.100000000000000000E+01    0.434777768340296959-320
    0.305606962322900688E+00    0.264199115647354099E+00    0.430193922029745268E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.100000000000000000E+01    0.000000000000000000E+00    0.434777768340296959-320
    0.613530067625084330E+00    0.312886578434019430E-01    0.355181274531513713E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.100000000000000000E+01    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.434777768340296959-320
    0.788119005924403759E+00    0.161602438271241267E+00    0.502785558043550226E-01    0.000000000000000000E+00    0.100000000000000000E+01    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.434777768340296959-320
    0.129853611845077738E+00    0.467750322282612929E+00    0.402396065872309305E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.100000000000000000E+01    0.434777768340296959-320
    0.430615111430495467E+00    0.385906109129591612E+00    0.183478779439912920E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.434777768340296959-320
    0.324818712135341359E+00    0.245799052420231590E+00    0.429382235444427052E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.434777768340296959-320
    0.522307815255290353E+00    0.355989355650251582E+00    0.121702829094458093E+00    0.100000000000000000E+01    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.434777768340296959-320
    0.158921081558924787E+00    0.440132123925302154E+00    0.400946794515773086E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.100000000000000000E+01    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.434777768340296959-320
    0.383903420106509907E+00    0.327939908199985475E+00    0.288156671693504673E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.100000000000000000E+01    0.000000000000000000E+00    0.434777768340296959-320
    0.391484212644741814E+00    0.242990967188110280E+00    0.365524820167147879E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.100000000000000000E+01    0.434777768340296959-320
    0.234372654875121877E+00    0.442380012189777405E+00    0.323247332935100717E+00    0.100000000000000000E+01    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.434777768340296959-320
    0.371134168490374117E+00    0.289217340233772879E+00    0.339648491275853004E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.434777768340296959-320
    0.261909493572217045E+00    0.439122551147136053E+00    0.298967955280646902E+00    0.100000000000000000E+01    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.434777768340296959-320
    0.258249563343098232E+00    0.335908629130093561E+00    0.405841807526808207E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.434777768340296959-320
    0.403712631446004389E+00    0.512283821918744151E-01    0.545058986362121245E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.434777768340296959-320
    0.227536338450915088E+00    0.493908213328280610E+00    0.278555448220804303E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.434777768340296959-320
