    0.636923140236325569E+00    0.363076859763674376E+00    0.130033295951323998E+04   -0.160278011214887317E+01    1
    0.569559860038053367E+00    0.430440139961946688E+00    0.130270007400636405E+04   -0.180278011214887313E+01    1
    0.560753848323964466E+00    0.439246151676035479E+00    0.130330017340956647E+04   -0.200278011214887330E+01    1
    0.437712698913903520E+00    0.562287301086096480E+00    0.131920625136065451E+04   -0.220278011214887304E+01    1
    0.436641502423153527E+00    0.563358497576846529E+00    0.131931317715634304E+04   -0.240278011214887322E+01    1
    0.390106428112488579E+00    0.609893571887511365E+00    0.132289172313882455E+04   -0.260278011214887339E+01    1
    0.279148192055926780E+00    0.720851807944073220E+00    0.132768889334313485E+04   -0.280278011214887313E+01    1
    0.808261737671530645E+00    0.191738262328469328E+00    0.133127709198432785E+04   -0.300278011214887330E+01    1
    0.867512641389473926E+00    0.132487358610526046E+00    0.135521450569412195E+04   -0.320278011214887393E+01    1
    0.132797835694002442E+00    0.867202164305997503E+00    0.135797518089092273E+04   -0.340278011214887366E+01    1
    0.897703637248709607E+00    0.102296362751290393E+00    0.137024975303962901E+04   -0.360278011214887339E+01    1
    0.907491458438018594E+00    0.925085415619814611E-01    0.137553439140236014E+04   -0.380278011214887357E+01    1
    0.743099582246743301E-01    0.925690041775325656E+00    0.137820012230191560E+04   -0.400278011214887375E+01    1
    0.916086326484812696E+00    0.839136735151872898E-01    0.138034035218581016E+04   -0.420278011214887393E+01    1
    0.944824799792731929E+00    0.551752002072680645E-01    0.139524509408905260E+04   -0.440278011214887322E+01    1
    0.260463622062533547E-01    0.973953637793746663E+00    0.139856556446360628E+04   -0.460278011214887339E+01    1
    0.227661843227962638E-01    0.977233815677203688E+00    0.140007020773378963E+04   -0.480278011214887357E+01    1
    0.961304179643641232E+00    0.386958203563587816E-01    0.140408084200255189E+04   -0.500278011214887375E+01    1
    0.969906048328121106E+00    0.300939516718789039E-01    0.140892117457374638E+04   -0.520278011214887393E+01    1
    0.970040713033654467E+00    0.299592869663455399E-01    0.140899819559443813E+04   -0.540278011214887410E+01    1
    0.977806618309428388E+00    0.221933816905715495E-01    0.141350474554981247E+04   -0.560278011214887428E+01    1
    0.982053528086891836E+00    0.179464719131081571E-01    0.141602314894319420E+04   -0.580278011214887357E+01    1
    0.982503604336478653E+00    0.174963956635212671E-01    0.141629227655307318E+04   -0.600278011214887375E+01    1
    0.982970373395509966E+00    0.170296266044900786E-01    0.141657183797167204E+04   -0.620278011214887393E+01    1
    0.986716147996896775E+00    0.132838520031032786E-01    0.141883196078314586E+04   -0.640278011214887410E+01    1
    0.988097369010773385E+00    0.119026309892265574E-01    0.141967284159531368E+04   -0.660278011214887428E+01    1
    0.992687840896131601E+00    0.731215910386832924E-02    0.142249645097872053E+04   -0.680278011214887446E+01    1
    0.992951025913243912E+00    0.704897408675611917E-02    0.142265968559895555E+04   -0.700278011214887375E+01    1
    0.995106300783577535E+00    0.489369921642241173E-02    0.142400195006359604E+04   -0.720278011214887393E+01    1
    0.996280522312001482E+00    0.371947768799853456E-02    0.142473736052387721E+04   -0.740278011214887410E+01    1
    0.997009445091236457E+00    0.299055490876353391E-02    0.142519534650850187E+04   -0.760278011214887428E+01    1
    0.998683454306744878E+00    0.131654569325514613E-02    0.142625138121877899E+04   -0.780278011214887446E+01    1
    0.998919628840883811E+00    0.108037115911622855E-02    0.142640084611656971E+04   -0.800278011214887464E+01    1
    0.999107964232537338E+00    0.892035767462727057E-03    0.142652012002174206E+04   -0.820278011214887393E+01    1
    0.999158696271103097E+00    0.841303728896904916E-03    0.142655226171907157E+04   -0.840278011214887499E+01    1
    0.999279767176027955E+00    0.720232823972049132E-03    0.142662898913254185E+04   -0.860278011214887428E+01    1
    0.999370393761835896E+00    0.629606238164203639E-03    0.142668644302717485E+04   -0.880278011214887535E+01    1
    0.999379657031884250E+00    0.620342968115861638E-03    0.142669231657343903E+04   -0.900278011214887464E+01    1
    0.999399751870938879E+00    0.600248129061084143E-03    0.142670505869731232E+04   -0.920278011214887570E+01    1
    0.999402997231133017E+00    0.597002768866958288E-03    0.142670711665796307E+04   -0.940278011214887499E+01    1
    0.999417956228505266E+00    0.582043771494709233E-03    0.142671660280398601E+04   -0.960278011214887428E+01    1
    0.999441106131154000E+00    0.558893868846008462E-03    0.142673128408773914E+04   -0.980278011214887535E+01    1
    0.999441632322957241E+00    0.558367677042702327E-03    0.142673161780298892E+04   -0.100027801121488746E+02    1
    0.999490687598147520E+00    0.509312401852549004E-03    0.142676273163646783E+04   -0.102027801121488757E+02    1
    0.999504434267184716E+00    0.495565732815321882E-03    0.142677145151961463E+04   -0.104027801121488750E+02    1
    0.999537414445872519E+00    0.462585554127515469E-03    0.142679237336339747E+04   -0.106027801121488761E+02    1
    0.999575362306128645E+00    0.424637693871308074E-03    0.142681644942728417E+04   -0.108027801121488753E+02    1
    0.999606303853577183E+00    0.393696146422859372E-03    0.142683608257749393E+04   -0.110027801121488746E+02    1
    0.999606559181780319E+00    0.393440818219657827E-03    0.142683624459773819E+04   -0.112027801121488757E+02    1
    0.999661106111339515E+00    0.338893888660434406E-03    0.142687086087696662E+04   -0.114027801121488750E+02    1
    0.999693736943571443E+00    0.306263056428549745E-03    0.142689157188253012E+04   -0.116027801121488743E+02    1
