    0.533378852723771918E-01    0.641650424860094742E-01    0.264802380355345091E+00    0.935511789762835111E-01    0.275379380131151263E+00    0.248764132778833441E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.100000000000000000E+01    0.100000000000000000E+01    0.100000000000000000E+01    0.100000000000000000E+01    0.100000000000000000E+01    0.000000000000000000E+00    0.302756938120444628-313
    0.179061398240578179E+00    0.173987563426976521E+00    0.166109795500460206E+00    0.228477328295175086E+00    0.289035482308517624E-01    0.223460366305958252E+00    0.100000000000000000E+01    0.100000000000000000E+01    0.100000000000000000E+01    0.100000000000000000E+01    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.302756938120444628-313
    0.243095481431837235E+00    0.214536828922988171E+00    0.195181913950237707E+00    0.197921433444101402E+00    0.131961735492071158E+00    0.173026067587643412E-01    0.100000000000000000E+01    0.100000000000000000E+01    0.100000000000000000E+01    0.100000000000000000E+01    0.100000000000000000E+01    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.302756938120444628-313
    0.373178046542518935E-02    0.139192687280295213E+00    0.202782654062419354E+00    0.185907773110157937E+00    0.331096302883558014E+00    0.137288802198144322E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.100000000000000000E+01    0.100000000000000000E+01    0.100000000000000000E+01    0.100000000000000000E+01    0.000000000000000000E+00    0.100000000000000000E+01    0.302756938120444628-313
    0.107447933647473695E+00    0.158303661543244989E+00    0.140582519351114488E+00    0.271670923595079605E+00    0.171594498693680986E+00    0.150400463169406251E+00    0.100000000000000000E+01    0.100000000000000000E+01    0.000000000000000000E+00    0.100000000000000000E+01    0.100000000000000000E+01    0.100000000000000000E+01    0.000000000000000000E+00    0.100000000000000000E+01    0.302756938120444628-313
    0.262038882004380635E+00    0.113220803467608544E+00    0.334237316784633393E-01    0.276634828090492169E+00    0.206761699165387315E-01    0.294005584842516599E+00    0.100000000000000000E+01    0.100000000000000000E+01    0.000000000000000000E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.100000000000000000E+01    0.100000000000000000E+01    0.100000000000000000E+01    0.302756938120444628-313
    0.177667552560210606E-01    0.799773554690644123E-01    0.242744487215256793E+00    0.149699331911502059E+00    0.224122637584525969E+00    0.285689432563629719E+00    0.100000000000000000E+01    0.100000000000000000E+01    0.100000000000000000E+01    0.000000000000000000E+00    0.100000000000000000E+01    0.100000000000000000E+01    0.000000000000000000E+00    0.100000000000000000E+01    0.302756938120444628-313
    0.274084145878279395E+00    0.138099396932197166E+00    0.259331424337612249E+00    0.179436222910673598E+00    0.299722017670079159E-01    0.119076608174229673E+00    0.000000000000000000E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.100000000000000000E+01    0.100000000000000000E+01    0.100000000000000000E+01    0.100000000000000000E+01    0.100000000000000000E+01    0.302756938120444628-313
    0.178091352279738518E+00    0.230505182132214076E+00    0.540409243682653737E-01    0.144105919853092235E+00    0.175169464080640852E+00    0.218087157286048938E+00    0.000000000000000000E+00    0.100000000000000000E+01    0.000000000000000000E+00    0.100000000000000000E+01    0.100000000000000000E+01    0.100000000000000000E+01    0.100000000000000000E+01    0.100000000000000000E+01    0.302756938120444628-313
    0.251321388862170314E+00    0.220299369443004683E+00    0.127499028456479063E+00    0.248661620335422995E+00    0.546120258822780924E-01    0.976065670206448660E-01    0.000000000000000000E+00    0.100000000000000000E+01    0.100000000000000000E+01    0.100000000000000000E+01    0.100000000000000000E+01    0.100000000000000000E+01    0.100000000000000000E+01    0.000000000000000000E+00    0.302756938120444628-313
